sample_id,record_key,title,year,venue,primary_stratum,stratum_population,stratum_allocation,stratum_rank,selection_digest,origins,selection_status
RS-BR-056,doi:10.3758/s13421-015-0537-z,Anomalies in the detection of change: When changes in sample size are mistaken for changes in proportions,2015,Memory & Cognition,backward-reference,679,177,56,11bfb847a2c65a7d527e5085683d0aabd21f90d91ae386704f2989b0788da8f8,reference:L25,selected-before-retrieval
RS-BR-057,title:uber packs up failed self driving car trial in california and moves to arizona the guardian|year:,Uber packs up failed self-driving car trial in California and moves to Arizona. The Guardian,,,backward-reference,679,177,57,11dba417c5a07bc5d3665bdb2303378c2929b09160d48385e08d72e97c79ae8c,reference:L17,selected-before-retrieval
RS-BR-058,title:acrolinx enterprise content governance platform|year:,Acrolinx: Enterprise Content Governance Platform,,acrolinx.com/,backward-reference,679,177,58,1248172ca4ef5d92e41bc8dea56ed8924f845845f49f6cd394f5d7c5db606cd8,reference:L06,selected-before-retrieval
RS-BR-059,title:primer command real time situational awareness platform|year:2025,Primer Command: Real-Time Situational Awareness Platform,2025,,backward-reference,679,177,59,1251340ad6f597cfdae0ceec4372d20e80883ba2e99d227653c95f1287b2b41a,reference:L06,selected-before-retrieval
RS-BR-060,doi:10.1016/j.acra.2004.05.012,Effects of incorrect computer-aided detection (CAD) output on human decision-making in mammography.,2004,Academic Radiology,backward-reference,679,177,60,125ca820f533972e0d6364d8aafa991a8cd4a23326759285b3c8b5a1309d9056,reference:L25,selected-before-retrieval
RS-BR-061,title:assessment list for trustworthy artificial intelligence|year:2020,Assessment List for Trustworthy Artificial Intelligence,2020,https://ec.europa.eu/newsroom/dae/document.cfm?doc_id=68342,backward-reference,679,177,61,1284fc93b2715292db2bcd89f956d8855bce128dad700de641c39ce0a39e02d7,reference:L10,selected-before-retrieval
RS-BR-062,doi:10.1177/0018720813501549,Human Performance Consequences of Stages and Levels of Automation,2014,Hum. Factors,backward-reference,679,177,62,12c1215eea2d1a52b2d023587971ee24f4bb6350402ff1362e786f5d45b17cb0,reference:L25,selected-before-retrieval
RS-BR-063,doi:10.1109/3468.844354,A model for types and levels of human interaction with automation,2000,IEEE Trans. Syst. Man Cybern. Part A,backward-reference,679,177,63,12fa7e9dda3d37f6879d52e027644734c8b8dbfbd9f78a4972b3a24a48d64e9d,reference:L02;reference:L25,selected-before-retrieval
RS-BR-064,title:organizational behavior and human decision processes|year:2019,Organizational Behavior and Human Decision Processes,2019,,backward-reference,679,177,64,134174c34d41ae7778d699a7f969466156bac29380c4ed931f1d941a14e75b88,reference:L25,selected-before-retrieval
RS-BR-065,doi:10.1007/s10339-022-01113-1,"The uncertain advisor: trust, accuracy, and self-correction in an automated decision support system",2022,Cognitive Processing,backward-reference,679,177,65,1353243edbc0aac5d34462d0ddd97bb9dfb64fa0bf1f1e06ba3681e003ac19d6,reference:L25,selected-before-retrieval
RS-BR-066,title:driven the race to create the autonomous car|year:2021,Driven: the race to create the autonomous car,2021,"London, UK: Simon and Schuster.",backward-reference,679,177,66,13aaa3935ecce19e2a45bb5fb9a05a05b3d9dfbe2588bbb6e5395a6a17a263a4,reference:L17,selected-before-retrieval
RS-BR-067,title:national transportation safety board public meeting of november 19 2019 abstract|year:2019,"National transportation safety board public meeting of November 19, 2019 – Abstract",2019,,backward-reference,679,177,67,13c510efd2f576e03f558eea4c6c8f2c65f557340a88b987289d0acde41d6239,reference:L17,selected-before-retrieval
RS-BR-068,doi:10.5860/choice.45-2108,"The Next Catastrophe: Reducing Our Vulnerabilities to Natural, Industrial, and Terrorist Disasters",2007,,backward-reference,679,177,68,165bc7a0c1c732289e8f7d68f2b1a67cee534ff5151f9ffe4996b58dde608155,reference:L17,selected-before-retrieval
RS-BR-069,title:social choice theory and deliberative democracy a reconciliation|year:2002,Social Choice Theory and Deliberative Democracy : A Reconciliation,2002,,backward-reference,679,177,69,17512af21503968141206b4c1e80c1143ff7fed26d43569ec909a84a0bc106c1,reference:L14,selected-before-retrieval
RS-BR-070,title:concept synthesis|year:2015,Concept synthesis,2015,"Conceptual design: Interpretations, mindset and models",backward-reference,679,177,70,18cda0f2c7fe901c4bbbfd9ef2ddb0bfdf2650d81ed9357d763bf107077cb2f8,reference:L04,selected-before-retrieval
RS-BR-071,title:data protection and privacy act 2019 pdf uk information commissioner s office|year:2018,Data-Protection-and-Privacy-Act-2019.pdf UK Information Commissioner's Office,2018,Data Protection Act,backward-reference,679,177,71,18e653f08aa03de6500d1c983f8f9dcc69aec6a56518361a41fce92274322790,reference:L10,selected-before-retrieval
RS-BR-072,title:how one state managed to actually write rules on facial recognition the new york times|year:2018,How One State Managed to Actually Write Rules on Facial Recognition. The New York Times,2018,Houses of the Oireachtas,backward-reference,679,177,72,1a111cb16bb010a57ed0235d4c7a44a7359888032fa676e5b807f81d3b086e93,reference:L10,selected-before-retrieval
RS-BR-073,doi:10.1007/978-3-319-99229-7_6,Two Decades of Assurance Case Tools: A Survey,2018,SAFECOMP Workshops,backward-reference,679,177,73,1a75e25b25efdb64bf4747afbcf3d086acb6e9c94ded698a40ad609c70fe38fb,reference:L14,selected-before-retrieval
RS-BR-074,title:ban the scan|year:2021,Ban the Scan,2021,https://banthescan.amnesty.org,backward-reference,679,177,74,1a8ac5fbca77878672445d13ee1af0ff4850b16c4d59f4abe8dc80477d211c23,reference:L10,selected-before-retrieval
RS-BR-075,title:uber insiders describe infighting and questionable decisions before its self driving car killed a pedestrian|year:,Uber insiders describe infighting and questionable decisions before its self-driving car killed a pedestrian,,,backward-reference,679,177,75,1b103cd64ca6dd7d73d4d4c28fcfd62ea095c0b9467cb67cd484747c1225d002,reference:L17,selected-before-retrieval
RS-BR-076,doi:10.7551/mitpress/12186.003.0010,Adjudicating with Inscrutable Decision Rules,2021,,backward-reference,679,177,76,1b837a81114c72a1c8eca45032754088e6a8040b125414e5e82e0bb17a4515f4,reference:L10,selected-before-retrieval
RS-BR-077,doi:10.1016/j.aap.2016.10.016,Does haptic steering guidance instigate speeding? A driving simulator study into causes and remedies.,2017,Accident Analysis and Prevention,backward-reference,679,177,77,1b9d93dcf4ee669790940c93cf4f80d646029f5041d647cd0ddc69118401988c,reference:L02,selected-before-retrieval
RS-BR-078,title:ripplematch|year:2023,RippleMatch,2023,Law,backward-reference,679,177,78,1bc224df32fd84a02333861495c524ec79aea932883cb1d543ea90f56b5a9d5d,reference:L27,selected-before-retrieval
RS-BR-079,doi:10.1002/9781119636113.ch28,HUMAN SUPERVISORY CONTROL OF AUTOMATION,2021,Handbook of Human Factors and Ergonomics,backward-reference,679,177,79,1bc611336eb7af5cb0e0cc8a8339998e28b7345313f4b6037d50bd1a70c11051,reference:L28,selected-before-retrieval
RS-BR-080,title:flight operational quality assurance advisory circular 120 82|year:2004,Flight operational quality assurance: Advisory circular 120–82,2004,"Washington, DC: Federal Aviation Administration.",backward-reference,679,177,80,1bd4d2b8d4731a5a89b9e83e22470342338d9f9a29f31fb7f5a4881ddf130bd4,reference:L17,selected-before-retrieval
RS-BR-081,title:california threatens legal action against uber unless it halts self driving cars|year:,California threatens legal action against Uber unless it halts self - driving cars,,,backward-reference,679,177,81,1c3aa4e5a819dd088347714ed6811819d906da15f7766ca8a50981a697dee4d0,reference:L17,selected-before-retrieval
RS-BR-082,doi:10.1163/9789004449084,Agency perception and moral values related to Autonomous Weapons: An empirical study using the Value-Sensitive Design approach,2021,,backward-reference,679,177,82,1c54588e790b5d77332ff9f4a5ec090a97d4b4228860e8e8b011a920e8630d46,reference:L01,selected-before-retrieval
RS-BR-083,title:artificial intelligence ai multidis ciplinary perspectives on emerging challenges opportunities and agenda for research practice and policy|year:2021,"Artificial Intelligence (AI): Multidis - ciplinary perspectives on emerging challenges, opportunities, and agenda for research, practice and policy",2021,International Journal of Information Management,backward-reference,679,177,83,1c6afe137d8558e247de9549289078d494339bd92f8595df8df119c56c3f07e5,reference:L25,selected-before-retrieval
RS-BR-084,doi:10.5840/pc19991232,The Significance of Free Will,1999,,backward-reference,679,177,84,1cf80be8f0888fd4851509d48b413faf1c6d3d31445ab708c97d3596c052a3aa,reference:L01,selected-before-retrieval
RS-BR-085,doi:10.1093/acprof:oso/9780199926121.001.0001,Killing by remote control : the ethics of an unmanned military,2013,,backward-reference,679,177,85,1d7b3509fa04bf344c8dbd6e0a860321f77585b54c1ee52097244421255d70e5,reference:L01,selected-before-retrieval
RS-BR-086,title:fearing bombs that can pick whom to kill the new york times|year:2014,Fearing Bombs That Can Pick Whom to Kill. The New York Times,2014,,backward-reference,679,177,86,1e516818ed9dfca2dc0b211a69748612859147c689ed21541b5099098f23d72f,reference:L01,selected-before-retrieval
RS-BR-087,title:gsn community standard version 2|year:2018,GSN Community Standard (Version 2),2018,The Assurance Case Working Group,backward-reference,679,177,87,1e7b7164ea0c3efd4ad8b8b45a0eb8194b562e249334028feecc0d6b87b89391,reference:L14,selected-before-retrieval
RS-BR-088,title:1st autonomous agents and multiagent systems|year:2002,1st Autonomous Agents and Multiagent Systems,2002,Conf.(AAMAS),backward-reference,679,177,88,1ea6b8c235d9eb6bee45d6245a94feac2d6e6a155297e3aaddad3c8f9256cf62,reference:L06,selected-before-retrieval
RS-BR-089,title:signal detection theory and psychophysics|year:1966,Signal detection theory and psychophysics,1966,,backward-reference,679,177,89,1eef6be744f238483f54d27cbf5862981d9d7a785638d9c0e43cc86fcc7c2e7a,reference:L25,selected-before-retrieval
RS-BR-090,title:www federalregister gov documents 2022 08 22 2022 17752 trade regulation rule on commercial 26 forhumanity 2022|year:,www.federalregister.gov/documents/2022/08/22/2022-17752/trade-regulation-rule-on-commercial-[26] ForHumanity. 2022,,,backward-reference,679,177,90,1f71ea2124ff39e04e39e4378258503a1d8e721b888a615ab05bcf2e00cc1bfc,reference:L27,selected-before-retrieval
RS-BR-091,doi:10.4324/9781315578187-7,The Threshold of Killing Drones,2016,,backward-reference,679,177,91,1fa8dade8f524487298e948b82a59a30b7c34fae86352328721f4259916efdcf,reference:L01,selected-before-retrieval
RS-BR-092,title:wisconsin v|year:2016,Wisconsin v,2016,Loomis. 2016 WI 68.,backward-reference,679,177,92,1fc4fcabe53ff65b7ad519fb86a11ec415b27d3bc22105540cf074e974aa4bf0,reference:L10,selected-before-retrieval
RS-BR-093,doi:10.1177/009539979302500305,The Negotiated Order of Organizational Reliability,1993,,backward-reference,679,177,93,203b021082f6bf54c48fd0e1df512f8c29d2cd93a0c60e61987c3086d0a8253a,reference:L17,selected-before-retrieval
RS-BR-094,title:tesla s autopilot could save the lives of millions but it will kill some people first|year:2019,"Tesla's Autopilot could save the lives of millions, but it will kill some people first",2019,Bloomberg Businessweek,backward-reference,679,177,94,207305e2399fb16feb734e4ae99ba514798f308c66fd8e740b31d9d6e8015214,reference:L17,selected-before-retrieval
RS-BR-095,doi:10.1037/a0028347,Treating stimuli as a random factor in social psychology: a new and comprehensive solution to a pervasive but largely ignored problem.,2012,Journal of Personality and Social Psychology,backward-reference,679,177,95,20fcb79ba890208870f78c44a774ca258c8a15b6a5ea25bcb92b3cece361cf52,reference:L25,selected-before-retrieval
RS-BR-096,title:a meaningful floor for meaningful human control|year:2015,A Meaningful Floor for 'Meaningful Human Control',2015,,backward-reference,679,177,96,2193bbbe213ddce6189011602c756631e1e166a287fdcacd10e45dce3b87224c,reference:L04;reference:L10,selected-before-retrieval
RS-BR-097,title:wrongfully accused by an algorithm the new york times|year:2020,Wrongfully Accused by an Algorithm. The New York Times,2020,,backward-reference,679,177,97,21c4e7c38c6ebefede3604254cfe225dd2d61fd71d76d5a759b59367b869e797,reference:L10,selected-before-retrieval
RS-BR-098,title:uber s self driving cars were struggling before arizona crash|year:,Uber ’ s self - driving cars were struggling before Arizona crash,,,backward-reference,679,177,98,21c5d31847a0f137fd6428f107e5f0a0f99b2a3a0c6dfde4344416b598406d96,reference:L17,selected-before-retrieval
RS-BR-099,title:2022 ai cloud service compliance criteria catalogue aic4|year:,2022. AI Cloud Service Compliance Criteria Catalogue (AIC4),,Bundesamt für Sicherheit in der Informationstechnik (BSI),backward-reference,679,177,99,2232b99628b3de15e7aa72156c56afce9e7e3f31bb7654a2a13d3929a4f39362,reference:L27,selected-before-retrieval
RS-BR-100,doi:10.1007/s10514-018-9746-1,Planning for cars that coordinate with people: leveraging effects on human actions for planning and active information gathering over human internal state,2018,Autonomous Robots,backward-reference,679,177,100,226929613e047b1ee02d9317221c87ac2c6a22306da8387b0fc051b199a47cf1,reference:L02,selected-before-retrieval
RS-BR-101,title:table 2 shows the full set of criteria including all sub criteria for nyc bias audit law|year:,Table 2 shows the full set of criteria including all sub-criteria for NYC bias audit law,,,backward-reference,679,177,101,231f0727b36e85b4e0b2bbec10fbba89de8c7a3675b3a8c28f2326fa07d277f0,reference:L27,selected-before-retrieval
RS-BR-102,doi:10.1007/s00146-007-0099-0,Machine morality: bottom-up and top-down approaches for modelling human moral faculties,2008,Ai & Society,backward-reference,679,177,102,237733be2d29c72e71ba85356a952bf420f6dca6b8b8888cdf5ffced3dee9e5a,reference:L02,selected-before-retrieval
RS-BR-103,doi:10.1007/s10676-013-9313-6,"Drones, information technology, and distance: mapping the moral epistemology of remote fighting",2013,Ethics and Information Technology,backward-reference,679,177,103,2387ba6621b492aafb66d31ff072023138d01e5a699ca8ce1c23cdb3cb0306e3,reference:L01;reference:L02,selected-before-retrieval
RS-BR-104,title:welfare surveillance system violates human rights dutch court rules|year:2020,"Welfare surveillance system violates human rights, Dutch court rules",2020,Guardian,backward-reference,679,177,104,23ab8943778fccc2722a0c660dc8d4d6949d321f2d33677100c73a5d42fb7240,reference:L10,selected-before-retrieval
RS-BR-105,title:where the selection rate method is used evidence shall show that the selection rate of a group is de ned as the ratio of positive outcome to all outcomes for that group|year:,"Where the selection rate method is used, evidence shall show that the selection rate of a group is deﬁned as the ratio of positive outcome to all outcomes for that group",,,backward-reference,679,177,105,23ad14604a806dd2381ca78e15aa3c60678913111c747819f2c4ff38b00d7442,reference:L27,selected-before-retrieval
RS-BR-106,title:the secret life of algorithms in the time of covid 19|year:2020,The Secret Life of Algorithms in the Time of COVID-19,2020,The Alan Turing Institute,backward-reference,679,177,106,24adbeb110705064dd8f5da9fb504ce3a89caf85fbec12080f2176eafdaaaf92,reference:L14,selected-before-retrieval
RS-BR-107,doi:10.1037/0021-9010.86.3.386,On the dimensionality of organizational justice: a construct validation of a measure.,2001,Journal of Applied Psychology,backward-reference,679,177,107,24ef58399ca0b14a50847dcbc0ba349b0302c29586a3996c5350e9abf6e05eba,reference:L25,selected-before-retrieval
RS-BR-108,doi:10.48550/arxiv.2602.02905,FIRE-Bench: Evaluating Agents on the Rediscovery of Scientific Insights,2026,arXiv.org,backward-reference,679,177,108,250d19fb65f50ddd38eca5e55dfb08230fb836eba1270063e51baae6a3c29d4d,reference:L24,selected-before-retrieval
RS-BR-109,doi:10.2307/1372667,An Essay on Discretion,1986,,backward-reference,679,177,109,25f32d073b4e7b90e86ab2cb3eb40456c9dad195a2bba5c3702d79eb765c4cfa,reference:L10,selected-before-retrieval
RS-BR-110,title:who s afraid of robots fear of automation and the ideal of direct control|year:2014,Who's Afraid of Robots? Fear of Automation and the Ideal of Direct Control,2014,,backward-reference,679,177,110,262c51df718923df8c570dad34c87b36326b94b0ffeb7bd599c9dd4611f1026e,reference:L01,selected-before-retrieval
RS-BR-111,title:to decide in any particular situation not to use the high risk ai system or to otherwise disregard override or reverse the output of the high risk ai system|year:,"to decide, in any particular situation, not to use the high-risk AI system or to otherwise disregard, override or reverse the output of the high-risk AI system",,,backward-reference,679,177,111,266c0c48c4057b9e944eb5bc872e21db8cad302d8cb3a979e6c3ef1c8131f533,reference:L26,selected-before-retrieval
RS-BR-112,title:what if tool people ai research pair|year:,What-If Tool -People + AI Research (PAIR),,,backward-reference,679,177,112,2678e472f35662224249ecbf7cee69fb92f844150582e13de7529d445cf8abe6,reference:L14,selected-before-retrieval
RS-BR-113,title:proposal for a regulation laying down harmonised rules on artificial intelligence artificial intelligence act|year:2021,Proposal for a Regulation laying down harmonised rules on artificial intelligence (Artificial Intelligence Act),2021,https://digital-,backward-reference,679,177,113,2684e754fdcb76be628833fa97c69e49112f28f3fdba711bbc158bbdd62e904a,reference:L10,selected-before-retrieval
RS-BR-114,title:self driving cars uber s open defiance of california shines light on brazen tactics the guardian|year:,Self-driving cars: Uber's open defiance of California shines light on brazen tactics. The Guardian,,,backward-reference,679,177,114,273290cc08b58220484099c419cc26d8619387e9dad2dd474f34e62166eab581,reference:L17,selected-before-retrieval
RS-BR-115,doi:10.2307/41166166,Hospitals as Cultures of Entrapment: A Re-Analysis of the Bristol Royal Infirmary,2003,,backward-reference,679,177,115,289d68b5277c4a975685b9a22ec4a1c2a8b674e427ef4c8769f9816fd27c7940,reference:L17,selected-before-retrieval
RS-BR-116,title:flying in the face of criminalization the safety implications of prosecuting aviation professionals for accidents|year:2010,Flying in the Face of Criminalization: The Safety Implications of Prosecuting Aviation Professionals for Accidents,2010,,backward-reference,679,177,116,28a76bff3a9ddd3b56139bc8a81816d333493b0d704e93e83e29fd482b3d0eab,reference:L17,selected-before-retrieval
RS-BR-117,title:2023 algorithmic auditing chasing ai accountability|year:,2023. Algorithmic Auditing: Chasing AI Accountability,,Santa Clara High Technology Law Journal,backward-reference,679,177,117,297577a2ca2da21ab59a9c809df23e963bf8f95657e9e9633370b72d63adff29,reference:L27,selected-before-retrieval
RS-BR-118,doi:10.1017/9781108609388.007,Highly Automated and Autonomous Technologies,2018,New Technologies and the Law in War and Peace,backward-reference,679,177,118,2978c1696c80a6fb38db7ab1a0c9152a92a5737fcc003de1c80f7fe2e4699cc1,reference:L04,selected-before-retrieval
RS-BR-119,title:auto bench an automated benchmark for scientific discovery in llms|year:,Auto-Bench: An automated benchmark for scientific discovery in LLMs,,arXiv preprint,backward-reference,679,177,119,2a2fd68cd619f264799f90f36441c08cfcd8634cb7ecdd50f4f8470551754083,reference:L24,selected-before-retrieval
RS-BR-120,doi:10.1007/978-3-031-66149-5_1,Taming the AI Monster: Monitoring of Individual Fairness for Effective Human Oversight,2024,SPIN,backward-reference,679,177,120,2aa0bde62419bea26b5191695954b9e770ce0bb1c9ab2a0f0c16657bce6ea812,reference:L26,selected-before-retrieval
RS-BR-121,doi:10.3758/bf03207704,Calculation of signal detection theory measures,1999,"Behavoir research methods, instruments & computers",backward-reference,679,177,121,2b25f5497e11e9089428182485d1d1b00c480fb596564e30517f1b5261c3ea06,reference:L25,selected-before-retrieval
RS-BR-122,doi:10.2139/ssrn.4230294,Trustworthy Artificial Intelligence and the European Union AI Act: On the Conflation of Trustworthiness and the Acceptability of Risk,2022,Social Science Research Network,backward-reference,679,177,122,2b55100175cbb228b159cca2ebb297f6340123098eabfcc996f58758c8f72900,reference:L26,selected-before-retrieval
RS-BR-123,title:waymo is opening its fully driverless service to the general public in phoenix|year:2020,Waymo is opening its fully driverless service to the general public in Phoenix,2020,Waypoint: The ofﬁcial Waymo blog,backward-reference,679,177,123,2b79ca56b28cc08745ce1616a7f1540e4a2a5f8547c8a1b38a2c084e3a3f832f,reference:L17,selected-before-retrieval
RS-BR-124,doi:10.1038/s41586-019-1138-y,Machine behaviour,2019,Nature,backward-reference,679,177,124,2ba39949e93b5b52288b7ada93949362be630cfad794d348790242b6fedd3c37,reference:L02,selected-before-retrieval
RS-BR-125,title:when failure is an option redundancy reliability and regulation in complex technical systems|year:2009,"When failure is an option: redundancy, reliability and regulation in complex technical systems",2009,,backward-reference,679,177,125,2bc8a5ea6ece7f34ecaf8bed08fa300a13b2dd51bcd330e999113a73d65df3a7,reference:L17,selected-before-retrieval
RS-BR-126,doi:10.5860/choice.50-1391,Hard Luck: How Luck Undermines Free Will and Moral Responsibility,2011,,backward-reference,679,177,126,2c86217da38e0a225bd38e45e175a9d8d2689a4190653af7dabecb373398006c,reference:L01,selected-before-retrieval
RS-BR-127,title:the nature of design thinking|year:2010,The Nature of Design Thinking,2010,,backward-reference,679,177,127,2c9ed495f87ee603fd6bad740e71a27dccce192e8e4243aad72ffe96052f4998,reference:L02,selected-before-retrieval
RS-BR-128,title:michigan s midas unemployment system algorithm alchemy created lead not gold|year:2018,"Michigan's MiDAS unemployment system: Algorithm alchemy created lead, not gold",2018,IEEE Spectrum,backward-reference,679,177,128,2cd444b0a9f733c1498953fae74d168ab7ae1c34090e35df9c9b89bc42a85ad3,reference:L10,selected-before-retrieval
RS-BR-129,doi:10.1002/9781118551424.ch4,Value Sensitive Design and Responsible Innovation,2013,,backward-reference,679,177,129,2d3b0e7e05021f5c3bc817b46050cbc7a0f7631fe4935b4e057f88378ac33279,reference:L01;reference:L02,selected-before-retrieval
RS-BR-130,doi:10.1177/0306312713511868,Robot visions,2014,Social Studies of Science,backward-reference,679,177,130,2f787168b901808d9a713d6a776d3e0e416978630217fb836cf0f8205a6dc7d0,reference:L17,selected-before-retrieval
RS-BR-131,title:false positives false negatives and false analyses a rejoinder to machine bias there s software used across the country to predict future criminals and it s biased against blacks|year:2016,"False Positives, False Negatives, and False Analyses: A Rejoinder to ""Machine Bias: There's Software Used across the Country to Predict Future Criminals. and It's Biased against Blacks""",2016,,backward-reference,679,177,131,2fbe517333793664c8ca635853528a57b67fba095504d82fddc68ac077a27aa1,reference:L02,selected-before-retrieval
RS-BR-132,title:international standard on assurance engagements isae 3000 revised assurance engagements other than audits or reviews of his torical financial information|year:2013,"International Standard on Assurance Engagements (ISAE) 3000 Revised, Assurance Engagements Other Than Audits or Reviews of His-torical Financial Information",2013,Standards and Pronouncements,backward-reference,679,177,132,30165774ae4c8f502b37d93838b9ea0dda6b0e7a52f2607f190f13bf772642bf,reference:L27,selected-before-retrieval
RS-BR-133,doi:10.1017/cbo9780511818172.003,The importance of what we care about: Freedom of the will and the concept of a person,1971,,backward-reference,679,177,133,30620ae25c96019b3e9f8f49940b56419586351dffe96b29ab9c1249a2afc576,reference:L01,selected-before-retrieval
RS-BR-134,title:strange loops apparent versus actual human involvement in automated decision making|year:2019,Strange Loops: Apparent versus Actual Human Involvement in Automated Decision-Making,2019,,backward-reference,679,177,134,3069caa42c6b19ef9af1f096a1dca7a06377e35e7ec968436a0ff069c0490648,reference:L10,selected-before-retrieval
RS-BR-135,title:the dehumanization of international humanitarian law legal ethical and political implications of autonomous weapon systems|year:2014,"The Dehumanization of International Humanitarian Law: Legal, Ethical, and Political Implications of Autonomous Weapon Systems",2014,,backward-reference,679,177,135,3096d2863d78b93167aa1a8af9f1da6ba8d4485a03cbc1c0b43490d46dd1ea27,reference:L01,selected-before-retrieval
RS-BR-136,title:the demographic categories for which disparate impact can be analyzed using the dataset shall be de ned|year:,The demographic categories for which disparate impact can be analyzed using the dataset shall be deﬁned,,,backward-reference,679,177,136,30a88df9acaa4dd6ae2678a555b6d47dce572c35bcec7058f99902500bf086e3,reference:L27,selected-before-retrieval
RS-BR-137,doi:10.1037/0033-295x.102.4.652,On the accuracy of personality judgment: a realistic approach.,1995,Psychology Review,backward-reference,679,177,137,31da738fef9032d6a098ea92ee469aa74db47df2333185da9975dcd6780fd7ae,reference:L28,selected-before-retrieval
RS-BR-138,doi:10.1007/springerreference_25992,Supervisory Control of a,1993,,backward-reference,679,177,138,324fe808c88549b19e06366eb40cba61b6f6ffe02b04eeeea29e542f30da7f54,reference:L25,selected-before-retrieval
RS-BR-139,doi:10.1109/mc.2017.154,Standardizing Ethical Design for Artificial Intelligence and Autonomous Systems,2017,Computer,backward-reference,679,177,139,328845d79c953339d8a7d684314ac8de031d187f38ecd79a56dac74c18270d88,reference:L17,selected-before-retrieval
RS-BR-140,doi:10.1080/14719037.2013.771699,Street-Level Bureaucracy and E-Government,2015,,backward-reference,679,177,140,33071465b5e6e6f412e7d63ed6fac544c60b74f3c82b13ff5769a8812e01e86b,reference:L10,selected-before-retrieval
RS-BR-141,doi:10.1177/1555343414561087,Situation Awareness,2015,,backward-reference,679,177,141,332789ddc347b5bfc6a14cb283d966e47689201f0d00038f6a97ad1693452573,reference:L25,selected-before-retrieval
RS-BR-142,title:a full audit criteria set table 2 shows the full set of criteria including all sub criteria|year:,A FULL AUDIT CRITERIA SET Table 2 shows the full set of criteria including all sub-criteria,,NYC bias audit law,backward-reference,679,177,142,33c723a1fa968a51308f11c2895d9851fb76c4cb2606a26d1da376a9144d5ad5,reference:L27,selected-before-retrieval
RS-BR-143,doi:10.1518/001872007x196685,Pilots' Monitoring Strategies and Performance on Automated Flight Decks: An Empirical Study Combining Behavioral and Eye-Tracking Data,2007,Hum. Factors,backward-reference,679,177,143,33e81b60f880fcc613165f597a3601ea23d09e9f5ced1536c958811a7de18cc3,reference:L25,selected-before-retrieval
RS-BR-144,doi:10.5840/faithphil200219330,Living Without Free Will,2002,,backward-reference,679,177,144,33ed3fc835ab1fbf793b52415a9244041f056937c78462289acbc8f45b6dfd49,reference:L01,selected-before-retrieval
RS-BR-145,doi:10.1007/978-94-007-1878-4_3,The Relation Between Forward-Looking and Backward-Looking Responsibility,2011,,backward-reference,679,177,145,3432525e53040b7b235111aa40b89bababb71c88eba9c58360dfc0fe53bf7cf5,reference:L04,selected-before-retrieval
RS-BR-146,title:ai sustainability in practice part i the alan turing institute and the uk office for ai 2022a|year:2022,AI Sustainability in Practice: Part I. The Alan Turing Institute and the UK Office for AI (2022a,2022,,backward-reference,679,177,146,34465282aeb886fb08f7c8c041bcf08ec1ecff83d9ef94697bb51dc809e0f2a8,reference:L14,selected-before-retrieval
RS-BR-147,title:detroit police chief facial recognition software misidentifies 96 of the time|year:2020,Detroit police chief: facial recognition software misidentifies 96% of the time,2020,Vice,backward-reference,679,177,147,3522d8ff2d73c1a73ce9271256e76ab95d756f3fba891020ddec3aec0544884d,reference:L10,selected-before-retrieval
RS-BR-148,doi:10.1016/j.infoandorg.2008.03.001,Materiality and change: Challenges to building better theory about technology and organizing,2008,Information and organization,backward-reference,679,177,148,35259f0e2a44f501e6abb974f529da020a8af617d6beb8bb4c201453839b3709,reference:L17,selected-before-retrieval
RS-BR-149,doi:10.5840/faithphil200017332,Responsibility and Control: A Theory of Moral Responsibility,2000,,backward-reference,679,177,149,35829ccad15ed051d78315f7836e9cf637d24517b0d09e68b7bb8b7e13e536d5,reference:L01;reference:L02,selected-before-retrieval
RS-BR-150,doi:10.1111/j.1468-0149.1974.tb01558.x,UTILITARIANISM FOR AND AGAINST,1974,,backward-reference,679,177,150,35ecee2541c508740b09d270d855e7959f5f86393c9f00ae1f838a9fd55e8c5f,reference:L01,selected-before-retrieval
RS-BR-151,doi:10.1177/1461444816676645,Seeing without knowing: Limitations of the transparency ideal and its application to algorithmic accountability,2018,New Media & Society,backward-reference,679,177,151,362a170a549bb29bfbb1fa02314875a27753b6924dda16929d651126c865d816,reference:L14,selected-before-retrieval
RS-BR-152,title:edpb edps call for ban on use of ai for automated recognition of human features in publicly accessible spaces and some other uses of ai that can lead to unfair discrimination|year:2021,"EDPB & EDPS call for ban on use of AI for automated recognition of human features in publicly accessible spaces, and some other uses of AI that can lead to unfair discrimination",2021,https://edpb.europa.eu/news/news/2021/edpb-edps-callban-use-ai-automated-recognition-human-features-publicly-accessible_en,backward-reference,679,177,152,36604d1884b82b57110b2a28ae70bdf768dba321524160509b1d80d638ce0f5d,reference:L10,selected-before-retrieval
RS-BR-153,title:adelard macrh 2018 structured assurance case metamodel sacm version 2 0|year:2002,Adelard . Macrh 2018 . “ Structured Assurance Case Metamodel ( SACM ) Version 2 . 0,2002,A Question of Trust,backward-reference,679,177,153,36ae80d7f88b652f5706377ac4c53b102afc7235b74fd27a729ad3542ac4c0a2,reference:L14,selected-before-retrieval
